purchase_amount,items_bought
61.03488456414649,9
121.81139949692938,11
13.25962888225763,4
44.01248058296627,5
18.765370239432848,8
48.80101437618253,11
53.12899112251633,10
126.29143189610394,15
31.074167655365553,10
30.615372929876784,14
191.6670325756095,7
69.93651284995249,12
18.546951163920987,9
37.26247410897285,10
19.169087736555,18
42.803835866858414,13
76.62729739269888,14
12.89310659380095,8
16.297367094262913,4
12.094561187584786,15
8.082054528959334,10
7.38101147316655,13
45.012394071987785,8
5.0375070226444985,4
48.53593028003337,9
65.29586062854257,10
41.57633341063578,10
8.019120081674785,7
61.88097349280319,16
170.6993970556734,12
48.61996921361214,11
30.22412226784306,5
16.62183288640971,6
57.57927425261242,7
65.05838216327543,8
40.974746932534636,11
15.672425149810493,15
170.2413465041565,16
8.56959115107058,7
163.9797437445394,5
2.052322632682867,11
13.79144747795133,12
48.084664003180045,4
42.84363759449331,14
48.49629792735844,7
63.59533062487386,10
3.985887997463364,5
52.480921432459695,7
65.10537040100802,16
86.56604183340933,16
56.315393750937545,17
23.070164702441463,9
70.23936432004285,9
12.842655669011918,10
6.242918240009269,13
33.259668188127556,10
28.05926844630377,7
51.56394300438607,7
47.56407439023101,16
3.349084448362389,10
50.603544378661226,3
17.47131554807571,10
66.83452279070744,9
32.340082050812576,14
46.58589803591207,8
47.126344605818105,8
24.27978507839978,13
35.72065977420339,8
35.555044960292044,17
66.94588170936176,17
25.473333298152255,7
40.72720416677201,2
38.43757599334784,19
17.82646766621907,13
206.14580001048824,10
5.101447246653883,9
22.24340706983323,15
165.59065570194912,8
50.293155372089124,12
8.578964266104668,10
4.351656899933584,8
23.231554635663247,9
8.137481442506685,13
47.27428259855798,9
61.13174730232503,9
132.5355018037812,8
7.642824368835196,9
4.318696268221749,15
49.134386308085396,8
14.124907795011223,12
20.98906112037883,7
9.36474979566919,11
22.174823344713808,9
16.5772566412279,16
89.42053458894522,13
7.980660026693933,7
27.478831082793036,6
22.39783067431926,9
10.640040196377686,11
19.085532797983987,6
67.55572393271484,8
82.35593886059188,14
21.74177013400355,11
24.156473867429227,11
52.77507705664475,7
39.571217333178055,14
34.1626669286285,6
78.845672400872,15
117.0043646933385,11
20.904785318688255,4
1.5931600449608723,16
23.731419450507694,11
18.66557616994384,8
53.856447969826206,16
79.57611410156727,9
18.842636622262752,10
4.202382613957938,13
23.042880214988966,7
33.34115348490661,7
16.096768946477205,10
21.534191397976823,8
40.22345327818391,9
66.69998502416924,10
40.122048202117945,5
26.087318467452018,8
109.4175308313541,8
64.73914605737615,9
97.44088657357335,10
58.972768607199896,10
21.103187580081325,7
36.08779957391267,8
68.87053647612761,13
111.13600408833398,14
45.33029883260243,7
53.86969660489659,10
95.99310018911893,12
27.151784255135738,6
28.089752925777606,15
131.65691315439437,8
100.09552859874842,8
42.010987021055755,14
198.89307561053258,9
170.72764385537235,4
46.351058263404475,4
19.458353546298916,6
8.609626055201511,13
28.56726880269977,7
75.03444731133825,8
22.167333452490073,15
17.10465644214928,14
57.556129513818156,8
46.42969607595804,15
51.5877368656742,14
2.6361438441737035,9
29.61559598204636,12
83.33892248352275,11
209.11481520102785,10
6.361325722217059,7
64.17068893178754,6
20.614761593009472,8
25.49738905619702,6
43.07535823162974,12
8.023960736468032,15
6.340761439931887,6
10.15051424636854,10
6.38236628052913,11
1.1206724862926172,10
131.2483546112409,10
137.61242603991448,13
4.691921853613204,2
201.83419970943382,9
31.484273507662635,15
2.4629065754015187,13
108.38625393638392,13
56.7875330486902,6
150.0701532574818,9
110.31513432491921,9
35.00716546781344,15
13.684589322426538,14
30.259067364429796,11
2.1073365116285285,14
40.44455698234987,8
15.3466842948696,11
86.33601382846415,13
2.515268337172937,11
55.480694750275795,4
69.9619441726756,13
101.90566863518069,8
32.99963194652029,10
21.040207412902824,10
44.23211609241704,12
13.694607454287452,13
40.934883170862506,9
105.20260411702127,13
118.50992702730085,15
36.0212915634575,10
37.29667515707939,10
4.206113422084286,11
16.958869775375334,8
56.15637714905699,7
139.14865783591205,8
25.355372731768945,6
37.48210524367293,10
101.25751212525098,11
9.524191319082407,7
121.19175391163482,12
34.95017486763631,5
13.166097159998289,14
71.19802925598296,8
1.8361811121312404,8
0.062955699375063,9
24.35623262877473,8
99.01138706841765,7
12.485265254835769,9
14.19328549576157,11
60.54942707516213,11
19.210772422284066,15
61.3034939408705,6
27.60580538684104,14
35.6923750816396,7
29.122327051760415,7
57.97756221610909,4
34.61595510623315,7
80.25151383575594,10
43.607446510182584,14
86.68150424274732,13
44.55300175857148,13
36.73821340482323,8
21.44394606008085,9
46.106079550407095,6
46.70749786180093,9
6.444618923833681,11
6.46025766183885,14
7.30256572039744,9
25.141659864607103,9
109.38108635207082,11
116.66223204306138,12
21.801258378994856,10
16.470630065780263,11
2.042861505763421,13
13.62946025402279,4
21.86057188529617,6
134.86389527958127,8
5.775525440575478,10
3.581795779183963,15
12.58743021953089,8
81.43140876841458,9
38.62578932776769,11
45.1119999029228,4
28.974637995959423,11
65.99943851834063,5
48.03012627386416,5
18.161132013595882,8
79.9843353280941,7
15.95542434174246,13
168.62650146242655,9
102.12129790947716,12
37.620525041229385,11
142.92158840312445,10
4.664582083727507,9
9.642750183237176,19
79.7534586493615,7
36.684851807201476,10
59.96986796743668,11
28.11763703770296,11
25.88017370256979,12
88.5962899471075,7
75.28197710057282,13
14.881918278546646,5
24.70968727186773,17
58.6750497556933,9
31.93323108184329,7
13.288251711035985,10
33.082250807405536,10
20.859581797062177,14
18.152926806745256,4
1.6552411700890926,11
55.461914648634504,14
66.05955170669031,13
14.949108532374677,7
189.01874172923402,8
205.47893106799248,8
139.95202345656236,11
6.95416109721618,9
108.40042827826291,7
20.023807594669126,16
8.359102811821334,9
43.61681317938724,14
5.820981691554726,15
23.871869307215704,2
13.625244508300618,15
38.09507787656798,14
43.25522849838284,15
51.797291254096834,8
29.788918138642394,13
23.625663030379307,10
35.076603131125225,8
25.415162974581996,13
162.0562844641043,13
137.60070458369893,5
40.4560475067874,12
27.431450827079985,9
30.51068656223955,8
225.21041662965203,17
18.359965171177738,9
30.55374122248842,6
42.607090438545434,13
4.407415543059239,9
25.30882521180331,8
14.671131273419306,8
41.63887573194292,7
16.271578224747753,19
31.20910696003525,10
36.175768193019756,13
17.827552160331077,8
69.5657470899991,10
5.346685300934604,12
8.885242779173542,13
1.4227965114253622,10
5.388304682355902,9
16.98290949682569,6
6.023737700158356,10
28.76790229330206,8
14.893530286598319,11
37.3634534321348,5
52.675322742722365,8
157.0619703003851,13
154.84723896002018,7
62.91431058466128,6
54.220085791378146,12
32.65477250154318,11
56.919097803906546,9
97.84185982073808,7
141.9433833472969,10
76.30399289615916,16
80.98947224927929,14
12.781137906006284,10
104.29419606947295,11
70.61751634285697,12
20.550666214432148,6
7.888001038885449,5
12.909629876453565,13
6.381199005657348,13
26.239609226301692,7
241.74017162374062,9
10.175030838927208,12
34.71240366815645,16
2.286548933445738,10
105.96036626962517,5
92.09135499807964,8
0.8685278674087917,5
17.052329251336623,8
33.976339339226335,10
26.533178796298294,6
52.80965860102034,11
20.210749854767883,6
4.557695167866293,14
78.64145879108398,15
70.29837863436805,6
23.950324536449195,12
5.905279140415732,10
18.654182641161484,10
81.87830033011518,10
44.340970604688565,11
16.04440352537506,9
2.805292762442929,8
100.90236953165024,7
15.157869230315256,10
27.548508662708116,19
24.18919023504464,5
43.877189121936006,9
26.93446061600458,12
95.61149749521846,11
20.912060238478308,7
61.991091105712215,9
4.888100886378288,7
10.005729500624211,13
42.95872223825165,10
5.30139459561119,8
23.866552437328803,10
116.75979611155383,4
15.971396746429974,13
23.140801393453575,6
18.87492308997052,11
26.125445313296986,9
119.09583936899762,11
6.384333883092299,11
3.8346676880608195,14
3.327737117290959,9
207.8195775197822,10
74.38916202695123,13
60.56366502152451,13
69.14611412643058,8
6.742965681025262,1
19.481913888622017,8
24.310855485562797,10
31.24095913360612,12
3.434938576146837,7
18.805435933339048,12
19.15780388813922,8
79.82384187632293,16
19.058040730143404,7
45.59215206270635,13
32.34715393045516,8
40.0975064789971,6
1.0629796733046473,15
74.9106917410568,14
15.642149188831272,7
35.484292031518585,10
102.16028304443708,11
0.43534933108758217,8
25.789381483752784,5
102.16484032342721,14
72.6033874571628,13
36.59269911628474,12
5.845660675931624,9
16.347673096815946,7
29.752405398527227,13
13.479235297664266,7
1.1051130797898998,8
236.30349778498152,17
31.765549585204983,7
24.067585298693455,10
51.199167455048276,9
48.23077924879018,9
3.1239192691869455,11
13.771111308806832,9
17.949961360573496,9
40.053779226485744,11
156.41414057924632,11
52.857119222709116,12
130.3166622581825,14
200.97996484839572,10
3.533649828533009,13
37.26299081851438,12
20.408854795680963,8
18.624073841763874,2
15.779605377348387,4
14.81199002721046,15
37.01415117292945,13
221.0161455796929,5
33.34963655222224,8
54.17934869281771,8
37.72635583223679,14
111.99127082432479,6
12.13696554957577,9
5.42364524285296,8
29.084644306908352,8
43.51845981747525,8
8.44303455066129,13
49.37722176870189,7
14.829389057302436,11
4.746019028904624,12
123.96881759177276,13
2.176779739186901,14
2.5413858657274737,11
209.45604786466242,8
21.55360436840774,7
41.95959553895923,11
10.591897560898898,8
28.27437302632668,11
3.8510136889548434,12
1.344493521702745,12
384.75977019104664,8
11.451613717704825,10
24.436423883419277,10
44.95304988213517,7
36.461063617014894,5
22.399515256822365,5
1.0259916685392882,6
34.91954714851766,10
144.82785341824518,8
67.30868933571588,8
63.10261637284517,9
146.41138503364056,15
10.670461512598116,15
180.64702065519776,9
202.54195679992958,6
34.025748903854975,14
75.03899523016152,9
1.1438855665684984,10
174.8378395584609,11
30.063055140956696,7
230.9547621231947,14
28.217070903087144,9
53.71334181427968,12
6.274132718491727,12
8.404450696233663,9
29.686843551142434,10
24.00005583013213,10
6.545090035697274,6
1.948572150556294,14
71.65207351228766,14
9.653556599402483,8
102.54285791760367,7
26.65207409797201,4
28.304053860726423,11
17.772153038380093,13
14.409550472094605,15
21.94098294775059,5
82.6902708193393,11
57.308543972464186,5
130.1729035185036,15
34.04589947646792,8
82.0669681268884,10
11.125904846012448,16
3.3949273391281043,4
14.852524364617773,9
90.0626225965239,11
170.90702418881284,10
61.42215533434572,11
26.49679482026619,6
85.0087560708917,7
51.5765279415995,9
4.75296379168829,9
135.75600005118284,9
7.535707863005851,9
30.47282731314027,8
217.97337021068577,7
18.34362961237737,8
7.587229287887591,11
59.87485926692179,13
21.63134322326924,8
40.5045747325188,13
105.92171756563684,11
9.042175459777194,3
35.1727583287963,10
6.298647583841566,7
38.68410056126177,10
94.63716950676037,4
58.015981290828655,5
10.579795314527447,10
54.9375085732554,13
31.019744526867793,15
22.769865004254562,10
10.570041579269903,11
17.329298706427615,11
1.8920782884686511,8
112.212216347277,8
18.720791741837527,7
114.80137283281759,13
143.52411387418607,16
60.34712368609018,4
44.66600500848601,10
100.9501463866318,9
4.05487948323722,13
47.94542291573552,12
129.0543982413007,7
113.12485750110812,13
73.5543121243717,11
13.940256288144463,12
55.436392495052324,10
113.09777057988519,10
22.150950980410876,12
51.47930801849419,10
26.645385931222915,12
116.79365794123377,12
13.509212259589965,6
16.504748553063443,17
57.1186392189746,7
0.830601822472006,9
16.39995411662317,5
17.017485647780873,11
60.24069741341197,14
35.381991637977066,7
3.150228781266225,13
28.009911321059473,10
237.23866616062938,13
112.08839421410674,6
84.63081143560964,6
48.32445652717233,19
6.779820271263446,12
114.69251274700956,8
22.298612426430033,9
9.331772253180565,19
7.411705412583775,4
93.95896071848395,9
50.35307694830262,13
5.689119989397564,9
94.32773219055586,8
14.745328807503203,7
45.60111478099406,5
161.50134866693776,5
78.08500182572007,13
55.86077764661644,8
73.4364416544138,6
38.68230370233419,7
26.153121898124592,6
0.8798963508818023,6
0.006328702230984152,12
130.50345264246818,9
5.382381586278682,10
45.53810449820507,9
41.87893382282516,10
45.892263724779845,7
35.18639867459472,8
146.31170627677207,14
21.526473805245303,10
18.371055668726875,14
22.61036216307968,6
11.54505850597554,7
64.14605359908504,9
21.261377806569413,10
3.20219422440345,6
6.2120393475004,12
73.37113728029426,10
5.071893925206616,15
11.940978945331105,8
23.531478634996752,13
78.91910140411719,9
3.939161678355002,13
10.835627395424618,10
11.093086968213901,10
31.29658797877764,9
25.77567515710541,5
81.87229622512984,11
16.187944775337023,7
6.733655474743795,13
13.608337202133141,9
18.89927487004502,6
44.311599626814136,7
24.43393918536191,10
12.50811078545609,8
5.759304290608763,14
44.27918795546043,8
138.69980838132003,16
11.658582821363787,12
6.723062643011062,7
119.1084370643613,16
45.25322305546931,10
22.385153600091858,7
3.075687827725795,16
70.86723050928303,15
63.29724716226135,9
113.87857532114869,9
41.9901377147517,10
19.14319548912305,8
9.195959835740105,10
12.484478880115153,9
35.94398024357825,17
94.03694964494326,5
115.95364145289552,14
33.18675610900147,10
1.9959435875524276,12
6.289512220414482,12
150.0730379422271,14
13.015032398285587,8
85.46023885951134,17
132.2344076783565,8
139.02995088091484,13
5.283927149696814,14
9.218850800236522,11
30.87084682138691,13
19.22514993708581,6
22.736279125688977,12
37.066597150000995,9
136.8611562474168,8
33.51591522481604,13
28.61965258955501,13
53.47138195362625,11
7.550202938710038,9
32.78735151810462,10
64.22664479249335,12
44.93094719316422,13
69.69262913456856,11
108.48822674241046,16
28.952183980668423,9
63.98455959888831,16
26.07497872595608,6
101.64260546166261,7
28.573726892527745,11
56.663964084977415,9
0.36906265300175767,13
25.402667077625736,11
39.99680166820256,10
51.24151090268037,9
9.736942223681194,16
50.43847285982379,10
68.9101004208004,12
16.431622604685618,7
21.79507630590044,8
120.48564240232804,8
12.577615388925292,6
22.888214832975233,9
63.883625871441815,10
10.833660432375002,5
35.20548885960091,7
68.51782994410037,7
3.347171632124496,11
13.90016384216871,7
42.398348132801864,13
14.920307987064177,7
84.53042979990973,8
55.61555530836413,13
37.26670210847294,7
7.846436491971078,11
56.349680688167304,9
9.113690365673364,9
138.86678910063966,9
3.848426541718,8
25.818718091797642,10
16.686070332526025,10
55.19267034173658,6
55.48761046513384,10
69.80520195777746,11
75.71660678321818,11
12.93496704498407,7
51.09810552083276,8
12.690371493674906,9
42.16059920975695,8
32.44861019896892,6
77.99768459469858,11
19.44356739440383,14
1.8609328341606624,9
23.055626304201734,4
92.47357526662627,12
29.712505015664615,11
85.25191337987512,10
14.492542751760817,7
14.068217437373692,7
15.410495849194787,16
67.14024379326963,13
39.42042040563996,12
61.82672559483199,11
23.709838701686703,10
29.680062825918778,10
32.180335447643046,8
34.25222981900836,9
17.168564517176886,8
57.22724610151032,11
38.78575357581234,7
49.72749712217658,11
5.336456301080651,9
6.613420568594225,12
25.41120117961464,9
47.909426446325924,6
16.974449025739695,10
6.285219540267531,9
64.95077643273285,12
78.17888189485413,5
51.81958022914125,12
20.30250457051001,16
44.258095689651284,8
18.606039437074767,14
83.48335111436069,10
173.2686300488504,14
7.351950394362156,11
71.16305801104116,10
0.12383020147277497,13
28.662156049089845,8
68.9385511432579,9
63.65944244408439,9
136.31141627215865,5
117.5355085115672,6
34.02434679298067,4
87.7818317717728,8
266.21135046636164,12
43.58715698966313,10
53.400012417857425,9
4.205205834865378,15
207.5916678306474,13
123.5459937783002,6
31.7462142519562,7
31.945963392593402,9
43.445208919074354,15
65.08630808034893,14
64.26636258187482,5
51.901506682021136,11
16.95498505288414,7
39.218005531589064,16
40.343679346025645,11
33.237188860253056,11
3.5556704316685632,16
108.18744175622248,9
19.486989771461914,8
49.7635176626454,8
49.60583006267429,9
6.677410397264587,8
113.28975342663226,6
22.45576066167292,9
3.5504344415405233,8
120.63227823982385,5
12.174617242206484,12
66.52468077725302,9
156.476758922856,4
12.969399175346737,14
60.82557837645886,9
16.487171725952535,7
85.40462608932997,20
95.00014572888527,14
37.04774335840322,9
38.29170424095238,13
39.98430323586281,14
87.67123838867151,8
6.5043560447712405,5
24.585411930433757,6
13.110924891615316,9
75.08498896689912,9
46.7277521021363,13
33.3669473716517,16
29.55951209124923,8
90.49429137392383,6
10.589770445141845,10
25.850014511395926,8
44.72582674824676,6
9.856840125582057,7
28.57849449874018,9
56.29610537202184,12
28.999222421513345,5
5.521388441799941,7
45.29001878870664,8
8.613685635832587,12
18.527333867212246,12
2.7897696537223005,12
34.54919349529059,11
27.751110168911648,10
73.56241040164714,6
82.00676271552103,8
109.74169966171627,11
6.894164883554412,11
17.483478681847334,10
49.865686273765256,3
145.49888700443088,9
31.768025415268177,13
35.16851376677682,5
26.58575535034373,4
17.370904988249464,9
16.29465708067402,10
17.71525964469948,10
25.603441152869326,7
31.71652382308185,9
3.3515209742762515,8
70.07864200415686,11
5.315689047739006,11
45.82882319508221,11
50.60629872691392,14
2.270124510052632,12
21.560661241250695,21
69.07089184288621,10
18.202176878232617,8
112.0177765505318,11
151.61826930427713,16
118.5091904836333,6
45.84254902632232,11
8.461623721791987,11
33.942765479482176,15
237.4595656813877,12
