voltage,frequency
234.1697300538371,59.95468823509943
232.46743016027145,60.619570054457064
232.54144824552043,59.434817282771554
200.30019587976435,58.75135799969147
218.5566497722698,60.36370108328971
220.13347580557314,59.468419756821
212.7365241673364,60.50624881752763
222.17273544934937,60.5136392948351
213.61762441467812,60.203255031474136
198.5094656592701,59.564320722438865
212.39380721106022,59.99247636994476
225.86941731763696,60.25403667452849
222.90898828696328,59.95387094330826
208.46088624829525,59.61388515282798
226.8809573328633,60.038830095678385
229.26873626297845,58.981218377684975
221.06715160776275,59.15321912289792
219.12751518129826,60.11453707714925
223.45204316475173,59.072120311832784
208.39707782372275,60.68718975338812
244.13300323969045,59.34749231903056
224.5474768596608,59.01272839882092
223.88555023173652,60.65748079750795
204.80906212641227,60.5545076115263
234.69452921593157,59.05053544651608
209.607224863019,59.9197187738524
215.0667737463851,60.102596281090364
219.27928377120293,60.12766771337011
213.53385578585298,60.523850754485764
218.53444783716972,60.07712998784799
211.21416255023553,61.14936041817896
227.96538246369246,59.125559200832214
224.3866870000747,59.50436594987613
215.7662513820168,59.30182512583063
229.1087331811623,60.04946259465722
221.36863121306033,59.982736512554254
208.16741288764365,59.69759510004622
212.58075252344418,60.11868354527331
225.70389553815275,59.466878361096306
227.61582552528876,59.78117281368381
224.48310785307558,60.02962918845758
218.5533318148174,60.40114591969822
232.19934081032503,59.458514215997766
209.59993031867825,60.10932809513339
213.9063153214144,60.37457621295846
218.870875409472,60.1075390891891
223.66040221813014,59.618738181773566
217.7478880549451,59.38992310389577
203.10127433906257,61.18398944192108
212.0759888643915,60.1071424027956
203.02137426413356,59.79892706208992
212.55709024906102,60.177096543940976
210.72368375157475,59.68778790623142
237.339447125093,60.09428351613502
230.99046775828307,60.23153274513254
225.5643196609097,59.88512436193697
234.9420962109857,60.00821008271069
224.3399917918993,59.96960819266696
197.4732255404357,59.759676492318604
234.85447967712278,58.65534092537148
226.98594040537756,59.75519596959934
235.52154555829546,60.27016420157918
214.16036895311092,60.611706056778914
212.66546634438734,59.74351796289866
221.7228863833101,60.71211696043671
223.2779733934231,59.887406645864644
225.73567831348325,60.444610752650426
226.14514431414486,60.8363000932245
220.82360280538484,59.32130992664677
222.0955364211741,59.53193215632516
213.77290387942372,60.131253053351486
218.65717255945123,59.63631812295428
230.243679485131,59.83831319352901
223.19676210282628,60.687928001770494
223.56399141750177,60.0786713815683
206.88288552751519,59.83586955550213
221.9244511195874,60.55934223354978
212.53247754689275,61.27632094277473
226.42253704044842,60.05064600869635
212.13941134415123,60.199903062490414
216.18742297439212,60.46986579014133
249.80010608159978,60.066563552049175
225.89818835747124,60.22155361145484
235.20877348793496,59.92623049375941
218.20897071201472,60.60336507989522
226.68258412730327,59.892942943502526
230.71460395010516,60.38335739514479
209.85367666695151,59.815924829958114
216.1439555224122,59.6583801720571
223.93546727915108,59.40270537706919
221.58537295438805,59.99535678323129
231.12053389563226,60.47302920811533
213.21570964123745,59.38065634549692
243.98294836175478,59.61396769161014
224.78762416937457,60.928977654287245
216.61402341032777,59.89170509580138
221.45992801950746,60.1754949666735
224.8638042120929,59.5596013933284
225.76803436638178,60.309785626594106
215.45226067866633,59.300635669841895
213.10610825891672,59.97970390932717
215.81964872010238,59.92802860668695
237.29345957973754,60.20884434011681
218.3257854303973,59.421053466419906
217.29238108414825,59.45315424433346
218.68889848518123,60.44087550956048
224.93592870315194,60.57250453301608
214.9394372828799,60.02113887800414
206.4512540687085,60.87489738970626
228.61158255450275,60.37928941891305
216.80924909777022,59.445950746740024
232.08719691143415,59.51835601723834
244.42301072148257,59.84950981921361
212.06502758259728,60.7843166034047
214.1975449825448,60.51707897634317
224.49582550245745,60.19063349680528
219.14745632064742,59.605462935265386
235.4139899091151,58.960544711059484
219.6388469508603,60.11151837830216
214.57603211952184,60.46517417313693
211.45704509360087,60.10789543757066
212.10518971006982,60.8324643321118
228.40479968295443,60.15802902191098
201.44857138813606,59.47903728350268
227.17929511472315,60.42353703327776
221.53906968634726,59.82736999647577
221.4811247686098,59.309009054462926
228.35231895008104,60.22513691398715
219.9606381762012,59.90461229982151
212.15574730041118,60.031186646366244
201.95252405113993,59.97372749083163
217.35333596189383,60.179220046872736
215.5606484366865,60.62392421599782
224.37838340049967,59.882564699766625
229.62270241203697,60.69086160715671
224.22094748550577,60.05205055476695
219.64737380258035,60.000586460035166
232.320597651495,58.79585128285361
213.3190975618732,59.728257035366795
201.76035597572692,60.76725477268504
220.80545076075063,60.198809077356294
220.13015336729097,59.470463691459095
210.51162520070912,58.93363825552679
215.67138350863092,58.62689808371577
220.2018238123599,59.859447169109295
222.788759801254,59.41833832483296
208.39512668487703,61.152501991221754
216.3969671241652,60.056159946264444
206.3045656614674,59.90116698174134
224.07877214702287,60.745474314502225
223.19096063314655,59.51936358948234
219.64220708708174,59.97677765657439
219.58659910432664,59.563020042154314
234.4304803702229,60.49372413105753
207.14984960150173,60.46493666788911
228.9650471848151,59.54398698684605
244.2444368638855,59.57218327879543
214.22256638049203,59.736616450140204
215.71974481364103,59.61479193251163
229.33116271831705,60.617805790003814
217.71685536616556,59.824820531828365
234.95200488331344,59.85993011107482
207.31514635633238,60.66367353513495
209.58188362045107,59.09480936559638
230.9764048389106,61.006316367312124
230.75492673292223,59.80869104496688
210.97982010541963,59.60334520986951
210.07489970361874,60.14927270697083
230.29963681577053,59.721592351008084
213.99998113269652,59.588917053222055
213.12815625860623,59.505767615699995
226.40090499790193,59.39731658243059
229.38681634300275,60.054029170014026
218.19836721915001,60.18008007863869
206.64455289518855,60.05786304329066
197.4147083500307,60.6069452425365
210.81274981739622,59.454006380687986
218.4157075339693,59.78560975318657
212.6401875499814,59.699121804419256
215.76255119311998,60.06640953974872
224.89056535014174,59.08240073316453
226.53856506936827,59.749393528326
221.84561782548465,59.78869196255271
220.173600910039,60.34007976010849
229.1360336361277,59.46880275294773
226.32373069226293,60.303909230775695
221.88886512795736,59.97506916295267
232.17180205973472,60.41982510584052
211.27542097566376,59.75159608672026
229.81685200574785,59.80132995973119
219.09549050942218,59.49476435912964
223.54596982153373,58.95169347612791
212.04650609339262,60.10063423677621
202.51258862378586,60.310216347562154
212.98405164659133,60.06083642208039
213.1001821174336,61.22438248154083
209.86272670306613,59.420554546100114
218.27288538067347,60.0512444477797
225.23094085823988,59.707461330608304
218.63366826047994,59.65257612917082
223.3573862272032,59.62699768566781
221.6830748818349,60.24457339234045
203.25218058542737,59.46773274375848
225.59851311448304,59.54354575529906
228.13183177504123,59.95015728094483
243.31765716184537,59.72982993166435
213.2701882012496,60.509265116977694
223.23699032984206,60.02909886881297
226.09684219635037,59.39451527228647
216.98671107192072,59.74821645718042
235.08102182466138,60.50720811883529
215.54440945934974,60.12303395966712
209.61338680081764,60.00596976064335
210.4213544969983,60.2536886223733
207.65669333029052,59.95352795375308
208.82139306045332,60.28456820654193
225.41862478116613,60.036528128760715
222.41322763109633,59.7244158890368
222.56387550980503,59.50580704684201
213.78522663467683,59.74866777651695
215.6267515902622,60.119283764290294
219.2118292202964,60.26258440748274
230.5555227166549,59.98408782685886
227.1137914568985,60.39392874085069
221.2186924185507,59.64328693642172
222.30992675001204,60.33092653515984
238.50084719465002,60.71058083870556
209.57383680479475,59.68575141227359
224.95471187429888,59.90119726688855
229.88536603497866,60.155611301133625
205.9259488379684,59.57927897307389
220.12671856641876,60.17948932841088
210.98782637530954,60.01349996712892
217.86074528240422,59.12074125536078
227.91545161843962,59.593860903606526
222.01046138033834,60.025281060338216
229.5966961644918,58.9390654357439
229.99677944223617,59.37975164703428
215.91015497474513,59.82837628350519
221.60471730071953,60.79624095868033
225.74203764520328,60.097703648594994
210.34246814424012,59.67633327906387
236.12354376918591,59.76087384059816
227.14541166422765,60.16765327746812
232.0925308530377,60.163042023982555
229.61750748617214,60.59488772341949
222.18527773842752,60.09937438107621
219.2853984263399,59.65077722044498
227.3734814153992,61.27517590999552
233.42163743156334,59.74027809659836
220.34878016662955,60.4827010345851
218.3267594292966,60.403907234980124
221.7374099384696,59.86056374186485
232.37576297857723,60.60312416468926
213.43990693815942,60.10959215842152
223.08914935185396,60.32312385922491
212.6139811819115,60.1219294627761
239.3494105923053,59.598027037284915
220.42155903489586,59.82094980636854
218.74904393274676,60.31752993888843
233.26421275978646,59.14736706190646
217.24784600134097,59.84792799295046
233.27571324007567,60.723851274743325
220.52008937726163,60.594512852794445
206.3634880642565,59.7724900438603
232.95802957870933,59.52897277960954
209.8396199150151,59.39151941821145
214.92621163478995,58.95919748098327
227.34467713155948,60.32084856953205
203.18037519837955,60.284424427118644
197.52324837705117,60.433495624434016
186.77435679750505,60.85270537151337
226.17347230615192,59.85835622136119
218.50393380871756,60.611710814321874
239.290169229664,60.01697457117252
219.85246757345342,61.33715034422722
209.20832224029914,60.601239648319144
224.76685562852424,60.657053349430385
229.64404580690692,60.17601362664829
213.65929114744137,60.02381748884783
217.46054585021548,59.89427440443959
240.07534086788073,59.56555589881141
220.395754360418,59.30123961375114
210.40650617394635,59.482815597319245
205.04705169874634,59.544551445560145
219.35702831682545,60.534222197527235
210.4857944008223,60.059358411502686
227.50929987032112,59.72928964953326
240.69202187184192,60.227473562059906
236.13896713188973,59.54464020525051
234.29336538758142,60.42137715525839
225.46467014000967,59.34226544099391
211.0466898646393,60.622632919277365
229.42869408355622,59.98129791703082
220.5784892302261,59.22860488889313
226.03947326795077,59.4974999736398
230.24570770207117,59.56395847337402
218.11801897273162,60.500616506038696
233.192167427828,59.908908019423734
213.30738009670463,60.167389138141914
200.36414378288148,59.363836039875245
210.84244353125084,59.982210633769185
191.13131390504964,61.24429040455358
228.3813805987376,59.361461799960416
221.14383818733265,60.58250625891268
199.0608918236815,60.18435574405729
216.34956508221194,60.336062883642626
217.7811291364094,60.90656652729009
224.81391704069995,59.29675364327161
220.95565940491892,60.37009176586621
218.78043561801312,60.80814420476
217.7937446098025,59.826111288518796
222.81070690297497,60.60180352460076
235.20014250347285,60.3154185536189
205.25257577896477,60.55845608823323
236.54347224250287,60.667608192380456
218.21705840784864,59.68391153279367
216.55417200554524,60.73060096929573
231.74783627751663,59.7703351894959
216.3716690753554,59.94465140607988
214.7475101799728,59.98518349626336
228.9355055610052,60.03196877018871
239.21498234148808,60.24291601592415
228.8749866590185,60.834466944702825
216.60826201637246,60.27075583849151
212.46985126985817,59.43553714470469
217.51710165077074,60.44154595377174
232.82853052840878,59.39813242881399
226.38472179861586,59.479657831147634
217.80033871789786,60.479097372623315
217.82583533289173,60.39759642012726
207.94540179633685,59.4320474902173
231.01672928809398,59.6985751577459
205.69925388527045,60.228190660103735
214.1602729660542,59.86378514422128
226.8404946527318,59.6965082525722
220.90326739932735,59.56621259470168
222.5436643710718,59.25326509423476
224.2974146838268,59.15719382513315
221.9838216297654,59.93426794732954
209.80512889412847,60.98278610698158
236.4919464297347,59.830006161751655
236.33558161057212,60.78734897778314
217.53604925503993,60.24093255916537
193.52791338967972,59.97804784705356
203.1661236810221,60.09551190450185
210.69662604524996,59.636950635367974
199.15027929861992,60.29812920191455
181.1911051676389,60.32472460229806
227.6593177374359,58.63560999385555
210.87178759060927,59.97401869368703
220.52831846392803,59.730811041831046
217.2600339989161,60.62888839648824
217.0344187184575,59.503865028019014
233.59034573176396,60.34545321656614
222.27238627041615,60.368027095394616
237.09300519405832,58.95461088403602
217.72387796132327,60.18960416934222
221.56467871696117,59.963134638042185
226.59498687998467,60.050472277992434
225.8657686861586,60.69596204711877
211.46582846291855,59.572804192124764
215.98853457197006,61.47266501454383
226.39680772132402,60.15118044376007
212.97185067591212,59.91741177198985
218.12362638266058,60.00257128156818
229.49686460371865,59.65754308750073
229.5307164056043,60.6702157337731
198.297525290781,60.169253560967256
228.90874836854073,59.37498543988076
236.41111085234422,59.49540785167947
211.8321734280439,59.76303819765257
239.16927831938077,59.80871120232316
227.45237033651037,60.00609371856715
218.00471740902782,59.92238565922897
218.67381679970717,59.98981826506642
221.8329609030014,60.56626571136871
222.91162856922892,60.61786126845406
238.38919601168783,58.90022955026755
214.359246853861,60.579657782045295
232.46828920686042,59.80914169663952
216.43876657380417,59.230957392364644
222.6587532164885,60.138297666486174
214.7756145808761,59.47724991216106
213.42768701983888,60.606447833566484
219.49293197475686,60.86491267311282
225.872052117045,60.637109812190296
231.88767375044765,61.62832218900696
204.0660543429729,60.6685392261601
216.95696357765897,60.854751657045696
207.8301581648259,59.82326490390205
223.27198070580803,59.20168984268592
221.8098741244966,60.601344535769634
211.08039941874935,59.29137158727599
225.77502124085447,60.62441056634539
214.03447367085406,60.81565405454511
225.8854615006028,59.62844166445087
224.11578335473584,60.17136013438612
214.77604666374268,60.20237216185812
216.9427389985861,60.38460200549348
212.80769423581836,60.26966150753962
216.2582663253673,59.416464932558746
223.96461101809592,60.511008096532755
212.39369993517195,59.81979618382691
225.6146914944348,59.78617414602357
222.93589461064707,59.89496318320193
212.23835806232748,59.386763726435575
225.3336054964966,59.47484959810748
225.15979849875126,59.800039124403405
234.1671519473636,59.28585612284501
209.00474437738413,59.49860923683608
242.07112492809756,59.54556095996852
219.89358387042773,59.7075022467305
219.1365137224111,60.51042559726707
213.62606471947953,60.32404436088868
213.96140123437186,59.489333516691225
210.16533631720336,59.91483823501578
221.04450937928402,59.86873208361414
221.0263770626415,59.455977948838914
214.55903538967996,60.35209666970521
211.79175109018098,59.75636465095712
222.36674384308068,58.916700818482404
224.53355019272945,61.03910517907333
201.8499766942283,60.74990381784581
221.94350281652,60.38235101288837
217.1426482507084,59.402813550709595
230.82132738535893,60.65246107482772
231.17327481321186,60.63761635686425
216.3054972032587,59.9609878104507
205.58502383749314,60.38564971944499
225.09722004958013,59.48126834220026
216.82253902872424,60.02055942581058
204.78662512306124,60.01321810090969
205.2821381131173,58.973842451248096
219.20862493515827,60.09024059686178
219.03477866135324,59.774513969323216
217.656606423788,59.640274051682304
237.6246585535148,59.95421088757852
219.85112777212524,59.435571660646694
212.16321690017944,59.89686052579469
218.23235596924175,60.030116122049314
228.6527681391092,60.614550745927225
215.52642348104337,59.059539753392926
214.7114447196805,60.48751244069426
213.3510973717034,59.35502242417435
238.49539945464508,59.686852600588445
235.32326102416278,59.362162078767454
222.05982672860316,60.10234142552389
219.18193887708557,60.22748882225394
243.86132822049,60.44758688226444
229.87528427217714,59.8954293722038
221.64747657100312,59.484575011086186
217.1435785913779,60.19449943414313
214.72303732168763,59.992903916932825
232.53830575835315,60.7049508672327
222.6968165230073,60.32825035357714
202.66994850280489,59.7713551737367
213.38787343465006,60.84084134546912
231.22941710003272,59.35926693123725
228.11147383031778,60.25300020723754
224.40501052106538,59.59735483729029
210.58837610991014,60.65970086141824
212.51444938214982,60.44674538634763
223.14097649748487,59.757746403920734
227.2915807863976,60.455556600011164
214.88528787216617,60.655959312790436
214.55971702246174,60.13382274421179
233.4254667227323,60.80048933886828
218.51151500476217,59.51472752381997
227.91920017338518,59.94351016576491
231.83627229043609,59.321594878688416
223.69397448003252,59.37140429048496
217.03655101380565,60.31252907852847
224.57681969495425,60.009587625084244
223.90606449648445,61.13750295010193
213.27860993652766,60.018630292356825
216.22565037808835,59.78308523528576
214.6935890734005,59.58974174494304
222.9703555729162,59.95792347782069
227.58024146367083,59.34139243514327
240.30442284723318,59.241852991505134
231.38358238198842,60.47733898207077
221.66432530454446,59.81460647782409
216.33087735308217,59.75197199198092
229.4816150702071,60.103052706302904
219.62944562113597,59.42395378609564
197.00795318746182,61.142020997058694
229.8647729851968,59.846618026518755
212.70760638839712,60.06625655866719
216.4912268227068,59.47907460507923
218.71812384373152,59.92580935625324
204.5345062862059,59.51055571611153
222.32626146907361,60.258316255690815
218.55984429480688,60.80017979364585
221.09150309425522,60.4451641537142
228.47499281976584,59.965289316141686
214.8669910824709,59.46255036533361
210.46356408281608,60.28442819204721
226.75856244700645,59.32790635186993
230.76841942793612,60.56430446232388
211.53710034261405,60.310361555086615
229.1540426765634,59.40483048331493
225.67205637132363,60.177957311931586
239.42623573753747,60.06111988626801
234.26215464992924,59.327894786876314
215.26747117041663,60.13660341512759
213.77644844184388,59.382617051506735
231.03751478404638,59.80192465649225
223.25673669850178,59.0069826696021
226.5948678407699,59.89641133647261
219.69153387994157,59.57126803512454
215.7884306459969,60.30246326976761
217.09465564648931,60.01333934621195
217.69132271506177,60.93581097200644
209.7596256467436,60.05454281318341
230.8611001436009,59.815319961542315
233.2910709296719,58.96314492695611
227.05139094613483,59.19074206766966
234.37586091533572,59.67107755432061
238.3599295204614,59.94222637790464
216.66486924816076,60.24091894548483
231.9943284462918,59.770737665385624
222.64046919658622,60.204840077923755
218.1968877833055,60.440254663204
228.12035670308023,60.317350868056415
208.9924064683769,59.493141152743206
245.25174406145018,60.71327627811173
232.62901570229988,59.48944267944368
207.2433134058117,60.34512269099188
217.62211563048464,60.54776842075387
213.22352103226902,60.58777931910309
218.23304061720034,59.98582046296688
218.97684175965497,59.22609891568001
235.62907921489054,59.34737407342887
222.33715930598086,60.30439812818443
208.12117532401692,59.70817817909058
210.26775886005692,59.944123406399555
223.59731028325996,59.984147100821424
228.81087968088568,60.22710806845262
207.27048159655683,60.138802497450236
206.77063333477113,59.70642063161464
219.85097621151075,60.37217072646462
222.87450543305383,60.27442489722344
218.34594679788555,60.06864463371492
