pm25,co2
61.45339956290488,390.4299079294676
3.2252338387690123,460.68902898301906
44.55496069473887,386.1655489179408
47.36918621810923,379.2935782168883
6.7030960364720995,483.2061098504191
9.821641089724135,443.1477973240288
59.60098098803124,357.08131632219215
6.788942634551764,425.33331390473086
62.71136755801324,384.11248179163783
8.40439125345918,410.4209275903959
2.933393498637218,350.8430194298348
22.958632420834192,435.00051200889874
11.181682047928533,430.354454835622
56.01936408130296,375.64717313981646
17.359190148832425,409.8150238483961
91.87474885349513,403.3585102770568
30.97127271493765,413.63379193319776
16.12387359800482,373.01662141915085
28.65297685866118,396.80560378075006
41.807324232928714,458.84339652364736
14.911367543648424,408.5269610188622
63.287813231457875,374.61624075469285
30.472162872341656,428.0494559437789
24.272537648185306,407.6726942722497
82.20361308200107,408.74878515860536
27.465042745121,464.3927224593392
9.880638741584816,397.05377994715957
21.973889603421735,446.2058295705894
7.1275909866929394,467.89194148956415
2.6033570441848477,444.5430768905345
69.89023799931459,455.27274814581403
18.99177871215457,408.4639045476664
16.90936104007358,361.6753588627774
89.73222925898217,437.5149475726294
19.375597430636798,415.82857742562203
3.9365397685017336,356.5965756125898
8.500439495913291,500.1616696354821
23.456354066849848,356.1278223718029
13.881007017762776,393.50515286489184
19.739976742303323,440.36938668545247
18.809515045795948,389.14625462034354
21.947067782441938,344.36577818073994
68.36225648435288,383.9702062616376
24.221611947462538,410.50712779503027
53.01348119512692,370.47863416889186
24.504525138845903,358.9179005498954
43.0606346887668,441.76774620195823
10.253452907688425,395.63481104658814
28.604850682538935,431.0056933496098
15.900250001421359,466.35512521967814
7.16953175885116,410.4624205471816
41.45797056524387,408.40000057196886
0.9154218270045983,483.4524075872116
19.162449325640594,387.0619251740136
18.552362374186714,403.0045629446676
27.455557009314113,439.8868617177674
29.531973758911864,501.3773538489583
27.311014814220037,383.7801501444137
67.16469115891306,487.4259914168794
49.20822060245647,378.3667817005114
84.36895280251731,351.99178311933537
9.701069726411568,385.5598249505939
57.524533534288416,416.79767886491254
25.259378055043975,430.86968161231414
15.858514822937083,390.43909045067727
6.168280600417332,476.6562631948748
22.54209864917358,380.5952577264475
87.09289946485765,461.94341095373744
23.32499825078145,357.94945092608543
49.08319534833398,431.8347990003417
49.47523004783106,410.4424388165065
19.3485055303277,372.95606078878
58.086637098640196,330.05410428207364
33.348214436795764,378.3068399487587
16.664388296995746,451.89624291674744
18.546049672316602,375.89344634829337
13.36461918876736,392.2669293309759
9.15273507732695,335.8265141980991
15.36115484336171,325.07825268120223
49.54118257327734,382.5284643628246
59.23767984751578,398.83795978653603
6.73791261944322,329.3720632469327
29.0006589409952,473.38114231567226
73.5461617198431,388.35058179284545
30.510924987484152,297.49629583064234
15.794427491950884,384.0774387094776
7.462236282058697,442.1623510997661
38.7514521532057,398.0595105067462
68.84433210594237,452.1905237312085
38.83086883038111,462.40711755049006
6.786914849482155,302.36119010006723
5.190545472469581,352.96762717036665
11.349632599973026,431.98666132075135
7.351195236963887,471.62242144630966
60.010053734355175,460.0600319351114
1.5333923348682554,476.649438356011
69.52762883794145,401.2686405934623
9.382131766626369,364.5298514001711
17.87869592817374,458.08613935212406
14.182171217633678,373.2998806385204
5.696417091930554,327.5200664926721
48.39895673067133,499.5731024265148
3.5690347292648616,374.2370711876777
26.682727590712485,477.7377951083633
44.31584975571507,338.380254819499
8.330662318788447,398.6203287493377
26.90598147199173,412.67118341347464
15.939720922417296,519.8351120798501
61.57820534727117,451.56082959764376
31.203527050956065,297.3612524361479
27.828363795984064,517.616781286564
40.557961683895186,501.3713002455777
4.731284213720984,365.03156993519224
60.87355888424462,343.4133852653692
12.37428894661961,459.92353855951774
17.125537638398942,419.87730499559984
12.794132239250889,424.1024249744093
7.624918365426623,484.46491965037103
22.2869042103405,256.1350119083512
13.659649487782008,436.59969007788084
13.212318002684576,330.22027327126784
56.580397285596064,412.37890747495044
45.48368296668233,453.0779147843445
35.77206942765327,291.43381808445963
