click_rate,session_duration
1.287739751512638,7.181768597498084
4.405528744166657,8.622329462820174
3.044851038050597,2.8041048326697844
1.9160485099810285,25.587845663899476
2.6293112272805574,8.14804203075027
1.3866243091467134,7.476146132664448
3.421930172505368,5.72060077557191
0.6005500675757853,0.5982569274443827
1.3075614459763905,21.404775910296912
4.961397028434277,3.8125196621578654
1.4936297906479128,10.285089704666127
0.1063574231518133,9.350494795758616
0.3573709941087585,8.782409573301763
0.6733590351590151,7.459409727874972
3.5012211353584366,2.0020837654185977
4.4364396924515725,3.2934572808045974
2.7424981718571892,7.4273261053704935
3.1470574907089386,15.575214573369214
1.1641480154355668,5.656144425805288
4.648783447730996,2.2805880270244456
4.309058841775285,0.9205435305108398
2.4724729471637015,10.877050004804206
0.9706141868862438,5.50502389972344
1.6667383336712325,1.3395535976891182
1.3539731702903812,11.222910713177523
3.93239784217615,2.3266212309238927
2.601014419905871,7.1134383665798655
4.49376511086293,3.655542126232924
0.7481741644834426,26.837000534975033
4.0791519525272495,2.591439414307703
3.0733510152467396,5.4458670520812635
3.947673712026059,32.06295214354406
1.5120844219028378,3.83789500550284
2.510662961669584,10.344921259986776
2.1498906239845654,3.808608560648738
4.648024619149102,1.172925074919027
0.7971572994900749,9.876450483546789
1.085876979811247,24.773139706901542
1.1974062491566158,6.025109379370241
1.0952186295257085,9.839716322978923
1.201867153746156,9.387879400993235
2.48889344974213,5.362967813331557
3.286648212639008,9.542435099852138
0.9219996496200467,3.0018400956940643
2.4199911537895673,4.748761279761569
3.0310426110928272,5.839679071002708
4.030058374834903,19.95164245008687
0.5060047096710167,4.2822142234086105
3.4489318592874953,10.082334701977018
3.0354741287583447,2.400402974846302
2.3886620033675663,2.911142610837132
1.7093896791706076,10.453432424252501
1.080732345725088,14.36787669756561
0.7212621128164152,6.201145427769922
3.8813670972220216,4.081181695319706
0.8731142074935945,24.109674579793445
1.1697491644079363,1.4596009862753392
3.2245316912666326,12.755197835184743
0.26861395076378186,11.717339388879108
2.6887149138736226,11.719741418968235
1.9523149568767242,27.398573954273804
3.0456243134300216,13.02653093504387
1.4970705612865685,3.589134323563628
2.279300372501689,4.360416795400236
3.284554701342941,4.961192498797969
5.1440520313313245,0.31293239830234604
1.8120706127316275,24.477301254301878
1.7272747725048363,0.7639801184086128
1.0919795876437814,12.03287312987057
2.311963786845543,13.099298120842962
4.311116916368805,18.56074339412819
3.6320975358823997,8.060074281350072
3.4378688503993633,12.919461851894445
4.087224436012568,3.6057242134027483
1.790883654704973,13.687845993055863
0.1802217303548483,4.207042420085874
1.6446720091967335,23.31380514479806
3.903189145471523,1.783874747722448
1.3043653099606285,3.794426153331911
