vibration_intensity,temperature_variation
6.324544495381616,15.356017236616692
5.855192638881146,29.81541391088317
6.8893977436789395,27.620081059578467
7.812138559539283,28.54034392655915
1.2471643051869639,26.93662810198872
0.31640511226182344,17.420215231548678
8.43589471975929,26.14499482339576
2.317906970829622,21.954332488275256
2.8275134264207606,20.185714473832306
4.424771376250152,27.500241207228605
1.6920568425737952,33.292544583763394
4.236826605384725,32.46669709478171
3.10378931175467,28.11072509255308
4.533318260605985,24.848859202704016
5.559682609814203,23.922288395405435
4.31292354914087,20.477482067783864
4.211905429205706,23.65133408146662
5.515991593583292,29.542619797940723
7.088583595899896,34.115695660124686
8.205928693843331,20.917593465179806
4.562923491995569,15.024932576641506
8.649778303846475,22.345630019438474
6.753413669522493,29.519770564355674
2.5359830920536472,35.361386453295346
2.47758348877265,31.55020603328402
3.8454242987946605,31.42642606189189
7.889207966719452,20.7521982316263
3.997265368868927,20.89305313225496
1.2152863509874536,18.38095181366896
4.542231582224579,21.672601319372845
1.0388560648791865,29.570488917055826
2.890028706126256,33.12243593467463
3.825943187414828,26.727586356414314
5.299337821849383,23.724395199950408
7.048324653213756,19.66637591163289
6.388271886743529,24.437424219933536
2.641350403105029,26.015631638252774
4.256575475668695,17.684639636134023
5.1527511774051336,29.607364642533945
4.475585751107001,22.880430018456703
4.461409548263411,29.307079205506003
1.5545133506914564,24.94540018974508
2.694531697720719,26.486083464436536
4.194120301721454,21.490253949593463
-1.1864513498903246,23.276923570922754
6.281288640019709,28.210210616809782
2.254641800577861,24.34250882630813
6.373676266530276,19.475129921514153
6.19783200894182,25.5578702752614
3.9126139137752314,26.928375084192005
7.001096651403076,31.864442628360152
6.486394689849867,30.762766343297358
4.382077058330719,24.67682226823066
4.1564807696166035,22.263324176678772
7.194465571328713,23.858493003191548
5.464027678815328,22.381332463110382
7.089394336736285,27.530806128519735
0.22205185129452598,30.20832561307825
5.196970194038924,31.199171796470445
1.8451818260612542,22.938967737511675
4.948422985026474,22.43986800292941
6.4276404166917676,22.898027877206847
8.478280291498205,15.339815249569206
3.123666543125628,18.98593820726541
3.948590389396034,24.82723497030658
4.8089341858489245,26.896358702219846
3.050937797076219,27.45586528941273
6.957119457578514,21.097527890647328
4.859810909268753,22.544449260903228
5.243914046752092,23.652480966802695
6.240346253548317,23.094370505822205
4.856576967249181,28.44008860332332
3.36492174364827,18.459129450190357
4.873959523403066,19.25352197478529
3.2876372809732217,23.50782352176277
5.215961778232972,18.171981483311626
6.993875441603594,15.497648605216694
2.6500434154553365,17.532614201901225
1.9352579971158153,23.786427057756164
5.098499871839349,28.152654081627375
3.4644007665121883,28.25683267196413
5.063490548823938,32.93957716269546
5.640807041219402,25.5083255878543
0.7126275421429211,26.18100256164414
6.379698855317084,23.74796481485828
2.660662994089502,23.990867671319954
4.95530409887062,35.40272665797606
3.6812353291231394,26.30675718627516
3.896085970431411,26.741371345470608
8.387915879235976,19.274428485415168
5.6385350415913225,27.05211137452534
6.809376805907181,28.291659896617322
5.301882708405486,30.551550639689328
6.240027149309908,28.150422624507506
5.834756724286904,24.366308859580084
5.508912289373652,24.152883435683957
7.21431181832936,24.639596606155486
5.313010907688541,25.535935217804518
9.570297144435411,31.338252204030894
6.921063145624876,30.363197746006037
2.7209186045206204,28.7645547686289
4.646900582034036,35.14604990235149
5.794155198981336,11.718808123615872
5.088993671424074,22.699707128369848
6.373746837944336,24.943636904428086
6.594033409667747,21.638852630195135
2.2808260284020707,20.351246376738047
7.56215508943299,16.414201798183967
4.006365069027911,23.44335693957869
3.8081909882704856,29.470135269209155
3.801755214588919,28.869681711521366
6.617152811981166,21.239350568796493
4.465864603704428,26.10122539265843
3.672896711324585,31.787999076080457
4.152081685112925,17.399664773273837
1.410616682168246,24.20582009813735
3.3156724720970265,26.432481454044698
2.520832902693801,25.05007670018395
4.461661339008217,29.253166970086973
6.328386540547185,17.51086985169067
6.1077518018664545,19.970906696012936
7.513500995093166,28.410206713479976
7.067951634593241,16.488879694524925
3.9428065701632455,29.058839205166382
5.038142801507426,27.249090781159566
4.934887811557163,28.709598698526804
0.697894634556226,22.65355173620148
2.5654809261805114,27.549192183567257
4.665426645697775,19.138562149246063
4.654207129718383,22.927475287668404
6.024650108410334,25.181694701387666
5.927283259071696,20.506252877215452
1.4586149958005294,26.090534340171306
6.03719346891506,19.27896385603367
5.357174412907527,26.343254049175055
6.246746363289258,33.709251521936395
7.133731175283179,18.716671806913208
4.714234054424057,24.887199418620373
7.491176473960159,16.91019470977426
